,date,rain,Value
221,2021-06-22 12:50:00+00:00,-0.090421855,-0.314326109
222,2021-06-22 13:00:00+00:00,-0.090421855,-0.314326109
223,2021-06-22 13:10:00+00:00,-0.090421855,-0.327998426
224,2021-06-22 13:20:00+00:00,-0.090421855,-0.327998426
225,2021-06-22 13:30:00+00:00,-0.090421855,-0.327998426
226,2021-06-22 13:40:00+00:00,-0.090421855,-0.341670744
227,2021-06-22 13:50:00+00:00,-0.090421855,-0.341670744
228,2021-06-22 14:00:00+00:00,-0.090421855,-0.355343062
229,2021-06-22 14:10:00+00:00,-0.090421855,-0.355343062
230,2021-06-22 14:20:00+00:00,-0.090421855,-0.355343062
231,2021-06-22 14:30:00+00:00,-0.090421855,-0.355343062
232,2021-06-22 14:40:00+00:00,-0.090421855,-0.369015379
233,2021-06-22 14:50:00+00:00,-0.090421855,-0.369015379
234,2021-06-22 15:00:00+00:00,-0.090421855,-0.382687697
235,2021-06-22 15:10:00+00:00,-0.090421855,-0.382687697
236,2021-06-22 15:20:00+00:00,-0.090421855,-0.382687697
237,2021-06-22 15:30:00+00:00,-0.090421855,-0.382687697
238,2021-06-22 15:40:00+00:00,-0.090421855,-0.396360015
239,2021-06-22 15:50:00+00:00,-0.090421855,-0.396360015
240,2021-06-22 16:00:00+00:00,-0.090421855,-0.410032333
241,2021-06-22 16:10:00+00:00,-0.090421855,-0.410032333
242,2021-06-22 16:20:00+00:00,-0.090421855,-0.410032333
243,2021-06-22 16:30:00+00:00,-0.090421855,-0.42370465
244,2021-06-22 16:40:00+00:00,-0.090421855,-0.42370465
245,2021-06-22 16:50:00+00:00,-0.090421855,-0.42370465
246,2021-06-22 17:00:00+00:00,-0.090421855,-0.42370465
247,2021-06-22 17:10:00+00:00,-0.090421855,-0.42370465
248,2021-06-22 17:20:00+00:00,-0.090421855,-0.437376968
249,2021-06-22 17:30:00+00:00,-0.090421855,-0.437376968
250,2021-06-22 17:40:00+00:00,-0.090421855,-0.437376968
251,2021-06-22 17:50:00+00:00,-0.090421855,-0.437376968
252,2021-06-22 18:00:00+00:00,-0.090421855,-0.437376968
253,2021-06-22 18:10:00+00:00,-0.090421855,-0.451049286
254,2021-06-22 18:20:00+00:00,-0.090421855,-0.451049286
255,2021-06-22 18:30:00+00:00,-0.090421855,-0.451049286
256,2021-06-22 18:40:00+00:00,-0.090421855,-0.451049286
257,2021-06-22 18:50:00+00:00,-0.090421855,-0.451049286
258,2021-06-22 19:00:00+00:00,-0.090421855,-0.464721603
259,2021-06-22 19:10:00+00:00,-0.090421855,-0.464721603
260,2021-06-22 19:20:00+00:00,-0.090421855,-0.464721603
261,2021-06-22 19:30:00+00:00,-0.090421855,-0.478393921
262,2021-06-22 19:40:00+00:00,-0.090421855,-0.478393921
263,2021-06-22 19:50:00+00:00,-0.090421855,-0.478393921
264,2021-06-22 20:00:00+00:00,-0.090421855,-0.478393921
265,2021-06-22 20:10:00+00:00,-0.090421855,-0.492066239
266,2021-06-22 20:20:00+00:00,-0.090421855,-0.492066239
267,2021-06-22 20:30:00+00:00,-0.090421855,-0.492066239
268,2021-06-22 20:40:00+00:00,-0.090421855,-0.505738556
269,2021-06-22 20:50:00+00:00,-0.090421855,-0.505738556
270,2021-06-22 21:00:00+00:00,-0.090421855,-0.505738556
271,2021-06-22 21:10:00+00:00,-0.090421855,-0.505738556
272,2021-06-22 21:20:00+00:00,-0.090421855,-0.519410874
273,2021-06-22 21:30:00+00:00,-0.090421855,-0.519410874
274,2021-06-22 21:40:00+00:00,-0.090421855,-0.519410874
275,2021-06-22 21:50:00+00:00,-0.090421855,-0.533083192
276,2021-06-22 22:00:00+00:00,-0.090421855,-0.533083192
277,2021-06-22 22:10:00+00:00,-0.090421855,-0.533083192
278,2021-06-22 22:20:00+00:00,-0.090421855,-0.533083192
279,2021-06-22 22:30:00+00:00,-0.090421855,-0.533083192
280,2021-06-22 22:40:00+00:00,-0.090421855,-0.546755509
281,2021-06-22 22:50:00+00:00,-0.090421855,-0.546755509
282,2021-06-22 23:00:00+00:00,-0.090421855,-0.546755509
283,2021-06-22 23:10:00+00:00,-0.090421855,-0.546755509
284,2021-06-22 23:20:00+00:00,-0.090421855,-0.560427827
285,2021-06-22 23:30:00+00:00,-0.090421855,-0.560427827
286,2021-06-22 23:40:00+00:00,-0.090421855,-0.560427827
287,2021-06-22 23:50:00+00:00,-0.090421855,-0.560427827
288,2021-06-23 00:00:00+00:00,-0.090421855,-0.560427827
289,2021-06-23 00:10:00+00:00,-0.090421855,-0.560427827
290,2021-06-23 00:20:00+00:00,-0.090421855,-0.574100145
291,2021-06-23 00:30:00+00:00,-0.090421855,-0.574100145
292,2021-06-23 00:40:00+00:00,-0.090421855,-0.574100145
293,2021-06-23 00:50:00+00:00,-0.090421855,-0.574100145
294,2021-06-23 01:00:00+00:00,-0.090421855,-0.574100145
295,2021-06-23 01:10:00+00:00,-0.090421855,-0.574100145
296,2021-06-23 01:20:00+00:00,-0.090421855,-0.587772462
297,2021-06-23 01:30:00+00:00,-0.090421855,-0.587772462
298,2021-06-23 01:40:00+00:00,-0.090421855,-0.587772462
299,2021-06-23 01:50:00+00:00,-0.090421855,-0.60144478
300,2021-06-23 02:00:00+00:00,-0.090421855,-0.60144478
301,2021-06-23 02:10:00+00:00,-0.090421855,-0.60144478
302,2021-06-23 02:20:00+00:00,-0.090421855,-0.60144478
303,2021-06-23 02:30:00+00:00,-0.090421855,-0.615117098
304,2021-06-23 02:40:00+00:00,-0.090421855,-0.615117098
305,2021-06-23 02:50:00+00:00,-0.090421855,-0.615117098
306,2021-06-23 03:00:00+00:00,-0.090421855,-0.615117098
307,2021-06-23 03:10:00+00:00,-0.090421855,-0.615117098
308,2021-06-23 03:20:00+00:00,-0.090421855,-0.615117098
309,2021-06-23 03:30:00+00:00,-0.090421855,-0.615117098
310,2021-06-23 03:40:00+00:00,-0.090421855,-0.628789416
311,2021-06-23 03:50:00+00:00,-0.090421855,-0.628789416
312,2021-06-23 04:00:00+00:00,-0.090421855,-0.628789416
313,2021-06-23 04:10:00+00:00,-0.090421855,-0.628789416
314,2021-06-23 04:20:00+00:00,-0.090421855,-0.628789416
315,2021-06-23 04:30:00+00:00,-0.090421855,-0.642461733
316,2021-06-23 04:40:00+00:00,-0.090421855,-0.642461733
317,2021-06-23 04:50:00+00:00,-0.090421855,-0.642461733
318,2021-06-23 05:00:00+00:00,-0.090421855,-0.642461733
319,2021-06-23 05:10:00+00:00,-0.090421855,-0.642461733
320,2021-06-23 05:20:00+00:00,-0.090421855,-0.642461733
321,2021-06-23 05:30:00+00:00,-0.090421855,-0.656134051
322,2021-06-23 05:40:00+00:00,-0.090421855,-0.656134051
323,2021-06-23 05:50:00+00:00,-0.090421855,-0.656134051
324,2021-06-23 06:00:00+00:00,-0.090421855,-0.656134051
325,2021-06-23 06:10:00+00:00,-0.090421855,-0.656134051
326,2021-06-23 06:20:00+00:00,-0.090421855,-0.656134051
327,2021-06-23 06:30:00+00:00,-0.090421855,-0.656134051
328,2021-06-23 06:40:00+00:00,-0.090421855,-0.656134051
329,2021-06-23 06:50:00+00:00,-0.090421855,-0.656134051
330,2021-06-23 07:00:00+00:00,-0.090421855,-0.656134051
331,2021-06-23 07:10:00+00:00,-0.090421855,-0.669806369
